@RELATION possessions

@ATTRIBUTE ID string
@ATTRIBUTE left5 string
@ATTRIBUTE left4 string
@ATTRIBUTE left3 string
@ATTRIBUTE left2 string
@ATTRIBUTE left1 string
@ATTRIBUTE left_bigram string
@ATTRIBUTE left_bigram_pos string
@ATTRIBUTE left_trigram string
@ATTRIBUTE left_trigram_pos string
@ATTRIBUTE left5 role
@ATTRIBUTE left4 role
@ATTRIBUTE left3 role
@ATTRIBUTE left2 role
@ATTRIBUTE left1 role
@ATTRIBUTE right1 string
@ATTRIBUTE right2 string
@ATTRIBUTE right3 string
@ATTRIBUTE right4 string
@ATTRIBUTE right5 string
@ATTRIBUTE right_bigram string
@ATTRIBUTE right_bigram_pos string
@ATTRIBUTE right_trigram string
@ATTRIBUTE right_trigram_pos string
@ATTRIBUTE right1 role
@ATTRIBUTE right2 role
@ATTRIBUTE right3 role
@ATTRIBUTE right4 role
@ATTRIBUTE right5 role
@ATTRIBUTE neighbor_sentence string
@ATTRIBUTE possessive_pronoun numeric
@ATTRIBUTE jj_near numeric
@ATTRIBUTE low_category string
@ATTRIBUTE top_category string
@ATTRIBUTE word string
@ATTRIBUTE class {non_possession,possession}

@DATA
"1_31_11","DT","VBZ","WDT","NN","DT", "a_fruit fruit_that that_resembles resembles_an", "DT_NN NN_WDT WDT_VBZ VBZ_DT", "a_fruit_that fruit_that_resembles that_resembles_an", "DT_NN_WDT NN_WDT_VBZ WDT_VBZ_DT","det","appos","nsubj","ccomp","det", "CC", "DT", "RB", "PRP$", "NN", "and_a a_mildly mildly_sour sour_grapefruit", "CC_DT DT_RB RB_PRP$ PRP$_NN", "and_a_mildly a_mildly_sour mildly_sour_grapefruit", "CC_DT_RB DT_RB_PRP$ RB_PRP$_NN","cc","det","advmod","poss","conj", "a fruit that resembles an and a mildly sour grapefruit", 0, 0, "", "", "orange", non_possession
"1_31_16","PRP$","RB","DT","CC","NN", "orange_and and_a a_mildly mildly_sour", "NN_CC CC_DT DT_RB RB_PRP$", "orange_and_a and_a_mildly a_mildly_sour", "NN_CC_DT CC_DT_RB DT_RB_PRP$","nsubj","cc","det","advmod","poss", "VBD", "RB", "JJ", "IN", "PRP", "was_extremely extremely_joyful joyful_for for_me", "VBD_RB RB_JJ JJ_IN IN_PRP", "was_extremely_joyful extremely_joyful_for joyful_for_me", "VBD_RB_JJ RB_JJ_IN JJ_IN_PRP","ccomp","advmod","acomp","adpmod","", "orange and a mildly sour was extremely joyful for me", 0, 0, "", "", "grapefruit", non_possession
"1_31_29","JJ","DT","RB","VBZ","DT", "This_is is_quite quite_an an_ordinary", "DT_VBZ VBZ_RB RB_DT DT_JJ", "This_is_quite is_quite_an quite_an_ordinary", "DT_VBZ_RB VBZ_RB_DT RB_DT_JJ","nsubj","ROOT","advmod","det","amod", "IN", "NNP", "CC", "PRP", "VBD", "in_Thailand Thailand_but but_I I_had", "IN_NNP NNP_CC CC_PRP PRP_VBD", "in_Thailand_but Thailand_but_I but_I_had", "IN_NNP_CC NNP_CC_PRP CC_PRP_VBD","adpmod","adpobj","cc","nsubj","conj", "This is quite an ordinary in Thailand but I had", 0, 1, "", "", "fruit", non_possession
"1_31_31","IN","NN","JJ","DT","RB", "quite_an an_ordinary ordinary_fruit fruit_in", "RB_DT DT_JJ JJ_NN NN_IN", "quite_an_ordinary an_ordinary_fruit ordinary_fruit_in", "RB_DT_JJ DT_JJ_NN JJ_NN_IN","advmod","det","amod","attr","adpmod", "CC", "PRP", "VBD", "DT", "NN", "but_I I_had had_no no_idea", "CC_PRP PRP_VBD VBD_DT DT_NN", "but_I_had I_had_no had_no_idea", "CC_PRP_VBD PRP_VBD_DT VBD_DT_NN","cc","nsubj","conj","det","", "quite an ordinary fruit in but I had no idea", 0, 1, "", "", "Thailand", non_possession
"1_31_37","DT","VBD","PRP","CC","NNP", "Thailand_but but_I I_had had_no", "NNP_CC CC_PRP PRP_VBD VBD_DT", "Thailand_but_I but_I_had I_had_no", "NNP_CC_PRP CC_PRP_VBD PRP_VBD_DT","adpobj","cc","nsubj","conj","det", "PRP", "RB", "VBD", "IN", "PRP", "it_even even_existed existed_before before_I", "PRP_RB RB_VBD VBD_IN IN_PRP", "it_even_existed even_existed_before existed_before_I", "PRP_RB_VBD RB_VBD_IN VBD_IN_PRP","nsubj","advmod","rcmod","","adpobj", "Thailand but I had no it even existed before I", 0, 0, "", "", "idea", non_possession
"1_32_6","PRP$","IN","RB","JJ","RB", "usually_travel travel_just just_with with_my", "RB_JJ JJ_RB RB_IN IN_PRP$", "usually_travel_just travel_just_with just_with_my", "RB_JJ_RB JJ_RB_IN RB_IN_PRP$","advmod","","advmod","adpmod","poss", "", "", "", "", "", "", "", "", "","","","","","", "usually travel just with my", 1, 0, "Clothing/Bags & Accessories", "Clothing", "backpack", possession
"1_32_11","IN","VBZ","PRP", "", "", "It_consists consists_of", "PRP_VBZ VBZ_IN", "It_consists_of", "PRP_VBZ_IN","","","nsubj","ROOT","adpmod", "CC", "PRP$", "NN", "IN", "WDT", "and_my my_laptop laptop_from from_which", "CC_PRP$ PRP$_NN NN_IN IN_WDT", "and_my_laptop my_laptop_from laptop_from_which", "CC_PRP$_NN PRP$_NN_IN NN_IN_WDT","cc","poss","conj","adpmod","nsubj", "It consists of and my laptop from which", 0, 0, "Clothing/Baby & Toddler", "Clothing", "clothes", possession
"1_32_14","PRP$","CC","NNS","IN","VBZ", "consists_of of_clothes clothes_and and_my", "VBZ_IN IN_NNS NNS_CC CC_PRP$", "consists_of_clothes of_clothes_and clothes_and_my", "VBZ_IN_NNS IN_NNS_CC NNS_CC_PRP$","ROOT","adpmod","adpobj","cc","poss", "IN", "WDT", "PRP", "VBP", "PRP$", "from_which which_I I_do do_my", "IN_WDT WDT_PRP PRP_VBP VBP_PRP$", "from_which_I which_I_do I_do_my", "IN_WDT_PRP WDT_PRP_VBP PRP_VBP_PRP$","adpmod","nsubj","nsubj","ccomp","poss", "consists of clothes and my from which I do my", 1, 0, "Electronics/Computers", "Electronics", "laptop", possession
"1_32_26","DT","IN","NNP", "", "", "Apart_from from_a", "NNP_IN IN_DT", "Apart_from_a", "NNP_IN_DT","","","","adpmod","det", "TO", "VB", "DT", "NN", "IN", "to_put put_a a_laptop laptop_on", "TO_VB VB_DT DT_NN NN_IN", "to_put_a put_a_laptop a_laptop_on", "TO_VB_DT VB_DT_NN DT_NN_IN","aux","infmod","det","dobj","adpmod", "Apart from a to put a laptop on", 0, 0, "Home/Furniture", "Home", "desk", possession
"1_32_30","DT","VB","TO","NN","DT", "a_desk desk_to to_put put_a", "DT_NN NN_TO TO_VB VB_DT", "a_desk_to desk_to_put to_put_a", "DT_NN_TO NN_TO_VB TO_VB_DT","det","adpobj","aux","infmod","det", "IN", "CC", "JJ", "NNP", "DT", "on_and and_stable stable_WiFi WiFi_the", "IN_CC CC_JJ JJ_NNP NNP_DT", "on_and_stable and_stable_WiFi stable_WiFi_the", "IN_CC_JJ CC_JJ_NNP JJ_NNP_DT","adpmod","cc","amod","adpobj","det", "a desk to put a on and stable WiFi the", 0, 0, "Electronics/Computers", "Electronics", "laptop", possession
"1_32_33","CC","IN","NN","DT","VB", "put_a a_laptop laptop_on on_and", "VB_DT DT_NN NN_IN IN_CC", "put_a_laptop a_laptop_on laptop_on_and", "VB_DT_NN DT_NN_IN NN_IN_CC","infmod","det","dobj","adpmod","cc", "DT", "JJ", "JJ", "NNS", "PRP", "the_only only_other other_things things_I", "DT_JJ JJ_JJ JJ_NNS NNS_PRP", "the_only_other only_other_things other_things_I", "DT_JJ_JJ JJ_JJ_NNS JJ_NNS_PRP","det","amod","amod","","nsubj", "put a laptop on and the only other things I", 0, 0, "", "", "stable WiFi", possession
"1_32_52","DT","VBZ","RB","PRP","VBZ", "makes_me me_happy happy_is is_a", "VBZ_PRP PRP_RB RB_VBZ VBZ_DT", "makes_me_happy me_happy_is happy_is_a", "VBZ_PRP_RB PRP_RB_VBZ RB_VBZ_DT","rcmod","nsubj","advmod","ccomp","det", "TO", "VB", "DT", "JJ", "NN", "to_have have_a a_restful restful_night", "TO_VB VB_DT DT_JJ JJ_NN", "to_have_a have_a_restful a_restful_night", "TO_VB_DT VB_DT_JJ DT_JJ_NN","aux","xcomp","det","amod","dobj", "makes me happy is a to have a restful night", 0, 0, "Home/Furniture", "Home", "warm bed", possession
"1_32_62","DT","CC","IN","NN","JJ", "restful_night night_in in_and and_a", "JJ_NN NN_IN IN_CC CC_DT", "restful_night_in night_in_and in_and_a", "JJ_NN_IN NN_IN_CC IN_CC_DT","amod","dobj","adpmod","cc","det", "", "", "", "", "", "", "", "", "","","","","","", "restful night in and a", 0, 0, "Home Improvement/Bathroom Renovation", "Home", "shower", possession
"1_32_21","PRP$","VBP","PRP","WDT","IN", "from_which which_I I_do do_my", "IN_WDT WDT_PRP PRP_VBP VBP_PRP$", "from_which_I which_I_do I_do_my", "IN_WDT_PRP WDT_PRP_VBP PRP_VBP_PRP$","adpmod","nsubj","nsubj","ccomp","poss", "", "", "", "", "", "", "", "", "","","","","","", "from which I do my", 1, 0, "", "", "work", non_possession
"1_32_23", "", "", "", "", "", "", "", "", "","","","","","", "IN", "DT", "NN", "TO", "VB", "from_a a_desk desk_to to_put", "IN_DT DT_NN NN_TO TO_VB", "from_a_desk a_desk_to desk_to_put", "IN_DT_NN DT_NN_TO NN_TO_VB","adpmod","det","adpobj","aux","infmod", "from a desk to put", 0, 0, "", "", "Apart", non_possession
"1_32_39","JJ","JJ","DT","NNP","JJ", "stable_WiFi WiFi_the the_only only_other", "JJ_NNP NNP_DT DT_JJ JJ_JJ", "stable_WiFi_the WiFi_the_only the_only_other", "JJ_NNP_DT NNP_DT_JJ DT_JJ_JJ","amod","adpobj","det","amod","amod", "PRP", "VBP", "JJ", "IN", "DT", "I_find find_necessary necessary_for for_a", "PRP_VBP VBP_JJ JJ_IN IN_DT", "I_find_necessary find_necessary_for necessary_for_a", "PRP_VBP_JJ VBP_JJ_IN JJ_IN_DT","nsubj","rcmod","acomp","adpmod","det", "stable WiFi the only other I find necessary for a", 0, 1, "", "", "things", non_possession
"1_32_45","DT","IN","JJ","VBP","PRP", "I_find find_necessary necessary_for for_a", "PRP_VBP VBP_JJ JJ_IN IN_DT", "I_find_necessary find_necessary_for necessary_for_a", "PRP_VBP_JJ VBP_JJ_IN JJ_IN_DT","nsubj","rcmod","acomp","adpmod","det", "WDT", "VBZ", "PRP", "RB", "VBZ", "that_makes makes_me me_happy happy_is", "WDT_VBZ VBZ_PRP PRP_RB RB_VBZ", "that_makes_me makes_me_happy me_happy_is", "WDT_VBZ_PRP VBZ_PRP_RB PRP_RB_VBZ","nsubj","rcmod","nsubj","advmod","ccomp", "I find necessary for a that makes me happy is", 0, 1, "", "", "life", non_possession
"1_32_58","JJ","DT","VB","TO","VBN", "bed_to to_have have_a a_restful", "VBN_TO TO_VB VB_DT DT_JJ", "bed_to_have to_have_a have_a_restful", "VBN_TO_VB TO_VB_DT VB_DT_JJ","partmod","aux","xcomp","det","amod", "IN", "CC", "DT", "NN", "", "in_and and_a a_shower", "IN_CC CC_DT DT_NN", "in_and_a and_a_shower", "IN_CC_DT CC_DT_NN","adpmod","cc","det","conj","", "bed to have a restful in and a shower", 0, 1, "", "", "night", non_possession
"1_32_64", "", "", "", "", "", "", "", "", "","","","","","", "NN", "RB", "JJ", "JJ", "IN", "moving_often often_I’ve I’ve_realized realized_that", "NN_RB RB_JJ JJ_JJ JJ_IN", "moving_often_I’ve often_I’ve_realized I’ve_realized_that", "NN_RB_JJ RB_JJ_JJ JJ_JJ_IN","","advmod","amod","amod","", "moving often I’ve realized that", 0, 0, "", "", "By", non_possession
"1_32_65","NNP", "", "", "", "", "", "", "", "","","","","","", "RB", "JJ", "JJ", "IN", "PRP", "often_I’ve I’ve_realized realized_that that_we", "RB_JJ JJ_JJ JJ_IN IN_PRP", "often_I’ve_realized I’ve_realized_that realized_that_we", "RB_JJ_JJ JJ_JJ_IN JJ_IN_PRP","advmod","amod","amod","","", "By often I’ve realized that we", 0, 0, "", "", "moving", non_possession
"1_32_74","JJ","RB","PRP","IN","JJ", "realized_that that_we we_really really_don’t", "JJ_IN IN_PRP PRP_RB RB_JJ", "realized_that_we that_we_really we_really_don’t", "JJ_IN_PRP IN_PRP_RB PRP_RB_JJ","amod","","","advmod","amod", "RBR", "JJ", "IN", "NN", "TO", "more_“stuff” “stuff”_in in_order order_to", "RBR_JJ JJ_IN IN_NN NN_TO", "more_“stuff”_in “stuff”_in_order in_order_to", "RBR_JJ_IN JJ_IN_NN IN_NN_TO","advmod","amod","adpmod","adpobj","aux", "realized that we really don’t more “stuff” in order to", 0, 1, "", "", "need", non_possession
"1_32_78","IN","JJ","RBR","NN","JJ", "don’t_need need_more more_“stuff” “stuff”_in", "JJ_NN NN_RBR RBR_JJ JJ_IN", "don’t_need_more need_more_“stuff” more_“stuff”_in", "JJ_NN_RBR NN_RBR_JJ RBR_JJ_IN","amod","nsubj","advmod","amod","adpmod", "TO", "VB", "DT", "VBN", "NN", "to_have have_a a_fulfilled fulfilled_life", "TO_VB VB_DT DT_VBN VBN_NN", "to_have_a have_a_fulfilled a_fulfilled_life", "TO_VB_DT VB_DT_VBN DT_VBN_NN","aux","rcmod","det","amod","dobj", "don’t need more “stuff” in to have a fulfilled life", 0, 1, "", "", "order", non_possession
"1_32_83","VBN","DT","VB","TO","NN", "order_to to_have have_a a_fulfilled", "NN_TO TO_VB VB_DT DT_VBN", "order_to_have to_have_a have_a_fulfilled", "NN_TO_VB TO_VB_DT VB_DT_VBN","adpobj","aux","rcmod","det","amod", "", "", "", "", "", "", "", "", "","","","","","", "order to have a fulfilled", 0, 0, "", "", "life", non_possession
"1_33_1","DT", "", "", "", "", "", "", "", "","","","","","det", "PRP", "MD", "VB", "NN", "VB", "I_would would_recommend recommend_everyone everyone_go", "PRP_MD MD_VB VB_NN NN_VB", "I_would_recommend would_recommend_everyone recommend_everyone_go", "PRP_MD_VB MD_VB_NN VB_NN_VB","nsubj","aux","rcmod","compmod","xcomp", "The I would recommend everyone go", 0, 0, "", "", "reason", non_possession
"1_33_5","VB","MD","PRP","NN","DT", "The_reason reason_I I_would would_recommend", "DT_NN NN_PRP PRP_MD MD_VB", "The_reason_I reason_I_would I_would_recommend", "DT_NN_PRP NN_PRP_MD PRP_MD_VB","det","nsubj","nsubj","aux","rcmod", "VB", "CC", "VB", "IN", "DT", "go_and and_live live_in in_a", "VB_CC CC_VB VB_IN IN_DT", "go_and_live and_live_in live_in_a", "VB_CC_VB CC_VB_IN VB_IN_DT","xcomp","cc","conj","adpmod","det", "The reason I would recommend go and live in a", 0, 0, "", "", "everyone", non_possession
"1_33_12","JJ","DT","IN","VB","CC", "and_live live_in in_a a_different", "CC_VB VB_IN IN_DT DT_JJ", "and_live_in live_in_a in_a_different", "CC_VB_IN VB_IN_DT IN_DT_JJ","cc","conj","adpmod","det","amod", "IN", "JJS", "RB", "IN", "PRP$", "at_least least_once once_in in_their", "IN_JJS JJS_RB RB_IN IN_PRP$", "at_least_once least_once_in once_in_their", "IN_JJS_RB JJS_RB_IN RB_IN_PRP$","adpmod","adpobj","advmod","adpmod","poss", "and live in a different at least once in their", 0, 1, "", "", "place", non_possession
"1_33_18","PRP$","IN","RB","JJS","IN", "at_least least_once once_in in_their", "IN_JJS JJS_RB RB_IN IN_PRP$", "at_least_once least_once_in once_in_their", "IN_JJS_RB JJS_RB_IN RB_IN_PRP$","adpmod","adpobj","advmod","adpmod","poss", "CC", "RB", "RB", "VBZ", "IN", "and_preferably preferably_abroad abroad_is is_because", "CC_RB RB_RB RB_VBZ VBZ_IN", "and_preferably_abroad preferably_abroad_is abroad_is_because", "CC_RB_RB RB_RB_VBZ RB_VBZ_IN","cc","advmod","advmod","ROOT","", "at least once in their and preferably abroad is because", 1, 0, "", "", "life", non_possession
"1_33_33","DT","IN","JJ","JJ","RB", "so_I’ve I’ve_learned learned_that that_no", "RB_JJ JJ_JJ JJ_IN IN_DT", "so_I’ve_learned I’ve_learned_that learned_that_no", "RB_JJ_JJ JJ_JJ_IN JJ_IN_DT","advmod","amod","dobj","","det", "VBZ", "RB", "JJ", "IN", "PRP", "is_much much_different different_from from_us", "VBZ_RB RB_JJ JJ_IN IN_PRP", "is_much_different much_different_from different_from_us", "VBZ_RB_JJ RB_JJ_IN JJ_IN_PRP","","advmod","acomp","adpmod","adpobj", "so I’ve learned that no is much different from us", 0, 1, "", "", "one", non_possession
"1_33_44","DT","IN","VBD","JJ","PRP", "us_I’ve I’ve_learned learned_that that_every", "PRP_JJ JJ_VBD VBD_IN IN_DT", "us_I’ve_learned I’ve_learned_that learned_that_every", "PRP_JJ_VBD JJ_VBD_IN VBD_IN_DT","adpobj","nsubj","dep","mark","det", "IN", "NN", "NN", "VBZ", "NN", "of_living living_life life_is is_ok", "IN_NN NN_NN NN_VBZ VBZ_NN", "of_living_life living_life_is life_is_ok", "IN_NN_NN NN_NN_VBZ NN_VBZ_NN","adpmod","compmod","adpobj","ccomp","", "us I’ve learned that every of living life is ok", 0, 0, "", "", "way", non_possession
"1_33_46","IN","NN","DT","IN","VBD", "learned_that that_every every_way way_of", "VBD_IN IN_DT DT_NN NN_IN", "learned_that_every that_every_way every_way_of", "VBD_IN_DT IN_DT_NN DT_NN_IN","dep","mark","det","nsubj","adpmod", "NN", "VBZ", "NN", "CC", "NNS", "life_is is_ok ok_and and_breeds", "NN_VBZ VBZ_NN NN_CC CC_NNS", "life_is_ok is_ok_and ok_and_breeds", "NN_VBZ_NN VBZ_NN_CC NN_CC_NNS","adpobj","ccomp","","cc","conj", "learned that every way of life is ok and breeds", 0, 0, "", "", "living", non_possession
"1_33_47","NN","IN","NN","DT","IN", "that_every every_way way_of of_living", "IN_DT DT_NN NN_IN IN_NN", "that_every_way every_way_of way_of_living", "IN_DT_NN DT_NN_IN NN_IN_NN","mark","det","nsubj","adpmod","compmod", "VBZ", "NN", "CC", "NNS", "RB", "is_ok ok_and and_breeds breeds_just", "VBZ_NN NN_CC CC_NNS NNS_RB", "is_ok_and ok_and_breeds and_breeds_just", "VBZ_NN_CC NN_CC_NNS CC_NNS_RB","ccomp","","cc","conj","advmod", "that every way of living is ok and breeds just", 0, 0, "", "", "life", non_possession
"1_33_49","VBZ","NN","NN","IN","NN", "way_of of_living living_life life_is", "NN_IN IN_NN NN_NN NN_VBZ", "way_of_living of_living_life living_life_is", "NN_IN_NN IN_NN_NN NN_NN_VBZ","nsubj","adpmod","compmod","adpobj","ccomp", "CC", "NNS", "RB", "IN", "JJ", "and_breeds breeds_just just_as as_many", "CC_NNS NNS_RB RB_IN IN_JJ", "and_breeds_just breeds_just_as just_as_many", "CC_NNS_RB NNS_RB_IN RB_IN_JJ","cc","conj","advmod","adpmod","amod", "way of living life is and breeds just as many", 0, 0, "", "", "ok", non_possession
"1_33_51","CC","NN","VBZ","NN","NN", "living_life life_is is_ok ok_and", "NN_NN NN_VBZ VBZ_NN NN_CC", "living_life_is life_is_ok is_ok_and", "NN_NN_VBZ NN_VBZ_NN VBZ_NN_CC","compmod","adpobj","ccomp","","cc", "RB", "IN", "JJ", "NN", "CC", "just_as as_many many_happy happy_and", "RB_IN IN_JJ JJ_NN NN_CC", "just_as_many as_many_happy many_happy_and", "RB_IN_JJ IN_JJ_NN JJ_NN_CC","advmod","adpmod","amod","adpobj","cc", "living life is ok and just as many happy and", 0, 0, "", "", "breeds", non_possession
"1_33_55","JJ","IN","RB","NNS","CC", "and_breeds breeds_just just_as as_many", "CC_NNS NNS_RB RB_IN IN_JJ", "and_breeds_just breeds_just_as just_as_many", "CC_NNS_RB NNS_RB_IN RB_IN_JJ","cc","conj","advmod","adpmod","amod", "CC", "JJ", "NN", "NNS", "IN", "and_many many_unhappy unhappy_people people_as", "CC_JJ JJ_NN NN_NNS NNS_IN", "and_many_unhappy many_unhappy_people unhappy_people_as", "CC_JJ_NN JJ_NN_NNS NN_NNS_IN","cc","amod","compmod","conj","adpmod", "and breeds just as many and many unhappy people as", 0, 1, "", "", "happy", non_possession
"1_33_58","JJ","CC","NN","JJ","IN", "as_many many_happy happy_and and_many", "IN_JJ JJ_NN NN_CC CC_JJ", "as_many_happy many_happy_and happy_and_many", "IN_JJ_NN JJ_NN_CC NN_CC_JJ","adpmod","amod","adpobj","cc","amod", "NNS", "IN", "VBZ", "NN", "RB", "people_as as_does does_life life_back", "NNS_IN IN_VBZ VBZ_NN NN_RB", "people_as_does as_does_life does_life_back", "NNS_IN_VBZ IN_VBZ_NN VBZ_NN_RB","conj","adpmod","","compmod","advmod", "as many happy and many people as does life back", 0, 1, "", "", "unhappy", non_possession
"1_33_59","NN","JJ","CC","NN","JJ", "many_happy happy_and and_many many_unhappy", "JJ_NN NN_CC CC_JJ JJ_NN", "many_happy_and happy_and_many and_many_unhappy", "JJ_NN_CC NN_CC_JJ CC_JJ_NN","amod","adpobj","cc","amod","compmod", "IN", "VBZ", "NN", "RB", "NN", "as_does does_life life_back back_home", "IN_VBZ VBZ_NN NN_RB RB_NN", "as_does_life does_life_back life_back_home", "IN_VBZ_NN VBZ_NN_RB NN_RB_NN","adpmod","","compmod","advmod","", "many happy and many unhappy as does life back home", 0, 1, "", "", "people", non_possession
"1_33_62","VBZ","IN","NNS","NN","JJ", "many_unhappy unhappy_people people_as as_does", "JJ_NN NN_NNS NNS_IN IN_VBZ", "many_unhappy_people unhappy_people_as people_as_does", "JJ_NN_NNS NN_NNS_IN NNS_IN_VBZ","amod","compmod","conj","adpmod","", "RB", "NN", "CC", "JJ", "NN", "back_home home_and and_I’ve I’ve_expand", "RB_NN NN_CC CC_JJ JJ_NN", "back_home_and home_and_I’ve and_I’ve_expand", "RB_NN_CC NN_CC_JJ CC_JJ_NN","advmod","","cc","amod","conj", "many unhappy people as does back home and I’ve expand", 0, 0, "", "", "life", non_possession
"1_33_64","RB","NN","VBZ","IN","NNS", "people_as as_does does_life life_back", "NNS_IN IN_VBZ VBZ_NN NN_RB", "people_as_does as_does_life does_life_back", "NNS_IN_VBZ IN_VBZ_NN VBZ_NN_RB","conj","adpmod","","compmod","advmod", "CC", "JJ", "NN", "PRP$", "NN", "and_I’ve I’ve_expand expand_my my_consciousness", "CC_JJ JJ_NN NN_PRP$ PRP$_NN", "and_I’ve_expand I’ve_expand_my expand_my_consciousness", "CC_JJ_NN JJ_NN_PRP$ NN_PRP$_NN","cc","amod","conj","","", "people as does life back and I’ve expand my consciousness", 0, 0, "", "", "home", non_possession
"1_33_67","JJ","CC","NN","RB","NN", "life_back back_home home_and and_I’ve", "NN_RB RB_NN NN_CC CC_JJ", "life_back_home back_home_and home_and_I’ve", "NN_RB_NN RB_NN_CC NN_CC_JJ","compmod","advmod","","cc","amod", "PRP$", "NN", "RB", "", "", "my_consciousness consciousness_drastically", "PRP$_NN NN_RB", "my_consciousness_drastically", "PRP$_NN_RB","","","","","", "life back home and I’ve my consciousness drastically", 0, 1, "", "", "expand", non_possession
"1_33_69","PRP$","NN","JJ","CC","NN", "home_and and_I’ve I’ve_expand expand_my", "NN_CC CC_JJ JJ_NN NN_PRP$", "home_and_I’ve and_I’ve_expand I’ve_expand_my", "NN_CC_JJ CC_JJ_NN JJ_NN_PRP$","","cc","amod","conj","", "RB", "", "", "", "", "", "", "", "","","","","","", "home and I’ve expand my drastically", 1, 1, "", "", "consciousness", non_possession
"1_33_74","PRP$","IN", "", "", "", "In_my", "IN_PRP$", "", "","","","","adpmod","poss", "NN", "NNS", "WDT", "", "", "nothing_beats beats_that", "NN_NNS NNS_WDT", "nothing_beats_that", "NN_NNS_WDT","compmod","","","","", "In my nothing beats that", 1, 0, "", "", "mind", non_possession
"1_33_76","NN","PRP$","IN", "", "", "In_my my_mind", "IN_PRP$ PRP$_NN", "In_my_mind", "IN_PRP$_NN","","","adpmod","poss","adpobj", "NNS", "WDT", "", "", "", "beats_that", "NNS_WDT", "", "","","","","","", "In my mind beats that", 1, 0, "", "", "nothing", non_possession
"1_33_77","NN","NN","PRP$","IN", "", "In_my my_mind mind_nothing", "IN_PRP$ PRP$_NN NN_NN", "In_my_mind my_mind_nothing", "IN_PRP$_NN PRP$_NN_NN","","adpmod","poss","adpobj","compmod", "WDT", "", "", "", "", "", "", "", "","","","","","", "In my mind nothing that", 0, 0, "", "", "beats", non_possession
"1_34_2","WP","IN", "", "", "", "In_what", "IN_WP", "", "","","","","","", "VBZ", "NN", "VBN", "PRP", "VB", "has_travel travel_helped helped_you you_grow", "VBZ_NN NN_VBN VBN_PRP PRP_VB", "has_travel_helped travel_helped_you helped_you_grow", "VBZ_NN_VBN NN_VBN_PRP VBN_PRP_VB","","","partmod","nsubj","rcmod", "In what has travel helped you grow", 0, 0, "", "", "way", non_possession
"1_34_4","VBZ","NN","WP","IN", "", "In_what what_way way_has", "IN_WP WP_NN NN_VBZ", "In_what_way what_way_has", "IN_WP_NN WP_NN_VBZ","","","","","", "VBN", "PRP", "VB", "", "", "helped_you you_grow", "VBN_PRP PRP_VB", "helped_you_grow", "VBN_PRP_VB","partmod","nsubj","rcmod","","", "In what way has helped you grow", 0, 0, "", "", "travel", non_possession
"1_34_9", "", "", "", "", "", "", "", "", "","","","","","", "PRP", "VB", "DT", "RB", "VBG", "you_have have_any any_positively positively_shocking", "PRP_VB VB_DT DT_RB RB_VBG", "you_have_any have_any_positively any_positively_shocking", "PRP_VB_DT VB_DT_RB DT_RB_VBG","nsubj","rcmod","","advmod","", "you have any positively shocking", 0, 0, "", "", "Do", non_possession
"1_34_15","VBG","RB","DT","VB","PRP", "you_have have_any any_positively positively_shocking", "PRP_VB VB_DT DT_RB RB_VBG", "you_have_any have_any_positively any_positively_shocking", "PRP_VB_DT VB_DT_RB DT_RB_VBG","nsubj","rcmod","","advmod","", "IN", "PRP$", "NNS", "NN", "CC", "from_your your_trips trips_home home_or", "IN_PRP$ PRP$_NNS NNS_NN NN_CC", "from_your_trips your_trips_home trips_home_or", "IN_PRP$_NNS PRP$_NNS_NN NNS_NN_CC","adpmod","","","","", "you have any positively shocking from your trips home or", 0, 0, "", "", "experiences", non_possession
"1_34_18","PRP$","IN","NNS","VBG","RB", "positively_shocking shocking_experiences experiences_from from_your", "RB_VBG VBG_NNS NNS_IN IN_PRP$", "positively_shocking_experiences shocking_experiences_from experiences_from_your", "RB_VBG_NNS VBG_NNS_IN NNS_IN_PRP$","advmod","","dobj","adpmod","", "NN", "CC", "RB", "", "", "home_or or_abroad", "NN_CC CC_RB", "home_or_abroad", "NN_CC_RB","","","","","", "positively shocking experiences from your home or abroad", 1, 0, "", "", "trips", non_possession
"1_34_19","NNS","PRP$","IN","NNS","VBG", "shocking_experiences experiences_from from_your your_trips", "VBG_NNS NNS_IN IN_PRP$ PRP$_NNS", "shocking_experiences_from experiences_from_your from_your_trips", "VBG_NNS_IN NNS_IN_PRP$ IN_PRP$_NNS","","dobj","adpmod","","", "CC", "RB", "", "", "", "or_abroad", "CC_RB", "", "","","","","","", "shocking experiences from your trips or abroad", 1, 0, "", "", "home", non_possession
"1_34_23", "", "", "", "", "", "", "", "", "","","","","","", "NN", "PRP", "IN", "DT", "NNS", "share_them them_in in_the the_comments", "NN_PRP PRP_IN IN_DT DT_NNS", "share_them_in them_in_the in_the_comments", "NN_PRP_IN PRP_IN_DT IN_DT_NNS","","","adpmod","det","adpobj", "share them in the comments", 0, 0, "", "", "Please", non_possession
"1_34_24","NNP", "", "", "", "", "", "", "", "","","","","","", "PRP", "IN", "DT", "NNS", "", "them_in in_the the_comments", "PRP_IN IN_DT DT_NNS", "them_in_the in_the_comments", "PRP_IN_DT IN_DT_NNS","","adpmod","det","adpobj","", "Please them in the comments", 0, 0, "", "", "share", non_possession
